release_date;movie;production_budget;domestic_gross;worldwide_gross;distributor;mpaa_rating;genre;profit_ratio;decade
2005-05-27;Saving Face;2500000;1187266;1269705;Other;R;Comedy;5,07882000000000e-01;2000
2000-06-16;Jesus' Son;2500000;1282084;1687548;Other;R;Drama;6,75019200000000e-01;2000
2012-08-17;Robot & Frank;2500000;3317468;4934356;Other;PG-13;Drama;1,97374240000000e+00;2010
2016-06-24;Hunt for the Wilderpeople;2500000;5205471;23845533;Other;PG-13;Comedy;9,53821320000000e+00;2010
1995-01-27;Before Sunrise;2500000;5274005;5686742;Sony Pictures;R;Drama;2,27469680000000e+00;1990
2013-08-02;The Spectacular Now;2500000;6852971;6916951;Other;R;Drama;2,76678040000000e+00;2010
1982-10-22;Halloween 3: Season of the Witch;2500000;14400000;14400000;Universal;NA;Horror;5,76000000000000e+00;1980
1981-10-30;Halloween II;2500000;25533818;25533818;Universal;NA;Horror;1,02135272000000e+01;1980
1996-10-04;That Thing You Do!;2500000;25857416;34557416;20th Century Fox;PG;Drama;1,38229664000000e+01;1990
2004-07-28;Garden State;2500000;26782316;36028802;Other;R;Drama;1,44115208000000e+01;2000
2013-01-11;A Haunted House;2500000;40041683;59922558;Other;R;Comedy;2,39690232000000e+01;2010
2007-12-07;Timber Falls;2600000;0;71248;Other;R;Horror;2,74030769230769e-02;2000
1987-01-01;Maurice;2600000;3147950;3198308;NA;R;Drama;1,23011846153846e+00;1980
2014-05-02;Ida;2600000;3827060;15298355;Other;PG-13;Drama;5,88398269230769e+00;2010
1974-02-07;Blazing Saddles;2600000;119500000;119500000;Warner Bros.;R;Comedy;4,59615384615385e+01;1970
1997-06-13;Ulee's Gold;2700000;9054736;15600000;Other;R;Drama;5,77777777777778e+00;1990
1979-10-17;The Black Stallion;2700000;37799643;37799643;Other;G;Drama;1,39998677777778e+01;1970
2008-02-15;Diary of the Dead;2750000;952620;5394447;Other;R;Horror;1,96161709090909e+00;2000
2006-09-15;Artie Lange's Beer League;2800000;475000;475000;Other;R;Comedy;1,69642857142857e-01;2000
2005-07-22;Hustle & Flow;2800000;22202809;23591783;Other;R;Drama;8,42563678571429e+00;2000
1976-06-25;The Omen;2800000;48570885;48570885;20th Century Fox;R;Horror;1,73467446428571e+01;1970
1974-12-15;Young Frankenstein;2800000;86300000;86300000;20th Century Fox;PG;Comedy;3,08214285714286e+01;1970
2005-06-10;High Tension;2850000;3681066;6435262;Other;R;Horror;2,25798666666667e+00;2000
1998-11-20;Central do Brasil;2900000;5969553;17006158;Other;R;Drama;5,86419241379310e+00;1990
2014-06-27;They Came Together;3000000;0;82780;Other;R;Comedy;2,75933333333333e-02;2010
2005-09-30;My Big Fat Independent Movie;3000000;4655;4655;Other;R;Comedy;1,55166666666667e-03;2000
2011-09-09;Tanner Hall;3000000;5073;5073;Other;R;Drama;1,69100000000000e-03;2010
2015-09-04;Before We Go;3000000;37151;483938;Other;PG-13;Drama;1,61312666666667e-01;2010
1999-08-04;The Gambler;3000000;51773;101773;NA;R;Drama;3,39243333333333e-02;1990
2014-08-15;Fort McCoy;3000000;78948;78948;Other;R;Drama;2,63160000000000e-02;2010
2006-03-17;Sommersturm;3000000;95204;95204;Other;R;Drama;3,17346666666667e-02;2000
2008-03-21;The Grand;3000000;115879;115879;Other;R;Comedy;3,86263333333333e-02;2000
2007-11-09;Holly;3000000;163069;163069;Other;R;Drama;5,43563333333333e-02;2000
2012-03-02;Tim and Eric's Billion Dollar Movie;3000000;201436;223652;Other;R;Comedy;7,45506666666667e-02;2010
2010-10-01;Chain Letter;3000000;205842;1022453;Other;R;Horror;3,40817666666667e-01;2010
1993-02-12;Dead Alive;3000000;242623;242623;Other;NA;Horror;8,08743333333333e-02;1990
1996-08-23;Freeway;3000000;295493;295493;Other;R;Comedy;9,84976666666667e-02;1990
2011-09-09;Creature;3000000;331000;331000;Other;R;Horror;1,10333333333333e-01;2010
2008-09-05;Everybody Wants to Be Italian;3000000;351416;351416;Other;R;Comedy;1,17138666666667e-01;2000
2012-09-07;Bachelorette;3000000;446770;12577401;Other;R;Comedy;4,19246700000000e+00;2010
2003-10-24;Elephant;3000000;1266955;10051516;Other;R;Drama;3,35050533333333e+00;2000
2014-09-19;Tusk;3000000;1821983;1857688;Other;R;Horror;6,19229333333333e-01;2010
2010-04-09;Letters to God;3000000;2848587;3237452;Other;PG;Drama;1,07915066666667e+00;2010
2006-02-24;Tsotsi;3000000;2912606;11537539;Other;R;Drama;3,84584633333333e+00;2000
1996-08-09;Basquiat;3000000;2962051;2962051;Other;R;Drama;9,87350333333333e-01;1990
2016-04-22;Compadres;3000000;3127773;7445044;Other;R;Comedy;2,48168133333333e+00;2010
1978-09-13;Days of Heaven;3000000;3446749;3660880;Paramount Pictures;NA;Drama;1,22029333333333e+00;1970
1993-09-24;Warlock: The Armageddon;3000000;3902679;3902679;Other;R;Horror;1,30089300000000e+00;1990
2013-05-17;Frances Ha;3000000;4067398;11262769;Other;R;Comedy;3,75425633333333e+00;2010
1997-02-28;Kama Sutra;3000000;4109095;4109095;Other;R;Drama;1,36969833333333e+00;1990
2000-09-01;Whipped;3000000;4142507;4142507;Other;R;Comedy;1,38083566666667e+00;2000
2000-04-14;East is East;3000000;4170647;30438635;Other;R;Comedy;1,01462116666667e+01;2000
2016-06-24;Swiss Army Man;3000000;4210454;5837111;Other;R;Drama;1,94570366666667e+00;2010
2016-07-22;Don’t Think Twice;3000000;4417983;4417983;Other;R;Comedy;1,47266100000000e+00;2010
2006-04-28;Water;3000000;5529144;11322573;Other;PG-13;Drama;3,77419100000000e+00;2000
2002-10-18;Real Women Have Curves;3000000;5853194;7777790;Other;PG-13;Comedy;2,59259666666667e+00;2000
2004-10-01;Woman Thou Art Loosed;3000000;6879730;6879730;Other;R;Drama;2,29324333333333e+00;2000
1988-07-08;Phantasm II;3000000;7282851;7282851;Universal;NA;Horror;2,42761700000000e+00;1980
2009-07-31;The Collector;3000000;7712114;10473836;Other;R;Horror;3,49127866666667e+00;2000
1987-11-20;Teen Wolf Too;3000000;7888000;7888000;Other;NA;Comedy;2,62933333333333e+00;1980
2013-05-24;Before Midnight;3000000;8110621;23251930;Other;R;Drama;7,75064333333333e+00;2010
1999-05-12;Trippin’;3000000;9017070;9017070;Other;R;Comedy;3,00569000000000e+00;1990
1998-11-04;Belly;3000000;9639390;9639390;Other;R;Drama;3,21313000000000e+00;1990
2009-05-08;Next Day Air;3000000;10027047;10172519;Other;R;Comedy;3,39083966666667e+00;2000
1985-10-25;Krush Groove;3000000;11052713;11052713;Warner Bros.;R;Drama;3,68423766666667e+00;1980
1990-04-27;Spaced Invaders;3000000;15000000;15000000;Other;PG;Adventure;5,00000000000000e+00;1990
2001-04-06;Pokemon 3: The Movie;3000000;17052128;68452128;Warner Bros.;G;Adventure;2,28173760000000e+01;2000
1975-06-10;Love and Death;3000000;20123742;20123742;Other;NA;Comedy;6,70791400000000e+00;1970
1997-08-01;Air Bud;3000000;24646936;27788649;Other;PG;Adventure;9,26288300000000e+00;1990
1998-11-20;Waking Ned Devine;3000000;24793251;55193251;20th Century Fox;PG;Comedy;1,83977503333333e+01;1990
1978-01-01;Coming Home;3000000;32653000;32653000;Other;NA;Drama;1,08843333333333e+01;1970
1957-12-18;The Bridge on the River Kwai;3000000;33300000;33300000;Sony Pictures;PG;Drama;1,11000000000000e+01;1950
1964-12-22;Goldfinger;3000000;51100000;124900000;Other;PG;Action;4,16333333333333e+01;1960
2015-08-28;War Room;3000000;67790117;73975239;Sony Pictures;PG;Drama;2,46584130000000e+01;2010
2010-10-20;Paranormal Activity 2;3000000;84752907;177512032;Paramount Pictures;R;Horror;5,91706773333333e+01;2010
1978-07-28;National Lampoon's Animal House;3000000;141600000;141600000;Universal;R;Comedy;4,72000000000000e+01;1970
1996-07-19;Trainspotting;3100000;16501785;71558971;Other;R;Drama;2,30835390322581e+01;1990
1946-01-01;It’s a Wonderful Life;3180000;6600000;10768908;NA;PG;Drama;3,38644905660377e+00;1940
2006-09-22;Feast;3200000;56131;690872;Other;R;Horror;2,15897500000000e-01;2000
2009-07-29;Adam;3200000;2283291;2834485;Other;PG-13;Drama;8,85776562500000e-01;2000
2016-04-22;The Meddler;3200000;4267219;5526942;Other;PG-13;Comedy;1,72716937500000e+00;2010
2011-06-03;Beginners;3200000;5790894;14314407;Other;R;Drama;4,47325218750000e+00;2010
2004-07-16;Maria Full of Grace;3200000;6529624;14441158;Other;R;Drama;4,51286187500000e+00;2000
1982-08-20;Class of 1984;3250000;6965361;6965361;Other;NA;Drama;2,14318800000000e+00;1980
1983-11-18;A Christmas Story;3250000;20605209;20605209;Other;PG;Comedy;6,34006430769231e+00;1980
2003-01-17;Cidade de Deus;3300000;7563397;32059295;Other;R;Drama;9,71493787878788e+00;2000
2007-10-26;Bella;3300000;8093373;12405473;Other;PG-13;Drama;3,75923424242424e+00;2000
2014-10-10;Whiplash;3300000;13092006;37825230;Other;R;Drama;1,14621909090909e+01;2010
1956-02-16;Carousel;3380000;0;3220;20th Century Fox;NA;Drama;9,52662721893491e-04;1950
2008-09-26;Choke;3400000;2926565;4124277;Other;R;Comedy;1,21302264705882e+00;2000
2011-10-21;Margin Call;3400000;5353586;20433227;Other;R;Drama;6,00977264705882e+00;2010
2013-05-17;Jagten;3450000;687185;18309793;Other;R;Drama;5,30718637681159e+00;2010
1999-09-17;Taxman;3500000;9871;9871;NA;NA;Comedy;2,82028571428571e-03;1990
2005-03-25;D.E.B.S.;3500000;96793;96793;Other;PG-13;Action;2,76551428571429e-02;2000
2006-02-17;Winter Passing;3500000;107492;113783;Other;R;Drama;3,25094285714286e-02;2000
2016-01-08;The Masked Saint;3500000;182695;182695;Other;PG-13;Action;5,21985714285714e-02;2010
2007-09-14;Ira and Abby;3500000;221096;221096;Other;R;Comedy;6,31702857142857e-02;2000
2011-06-10;Trolljegeren;3500000;253444;5706638;Other;PG;Horror;1,63046800000000e+00;2010
2016-09-30;American Honey;3500000;663247;2611750;Other;R;Drama;7,46214285714286e-01;2010
2000-04-19;La otra conquista;3500000;886410;886410;Other;R;Drama;2,53260000000000e-01;2000
2016-12-02;Believe;3500000;890303;890303;Other;PG;Drama;2,54372285714286e-01;2010
2001-06-29;Pootie Tang;3500000;3293258;3293258;Paramount Pictures;PG-13;Comedy;9,40930857142857e-01;2000
1987-03-13;Evil Dead II;3500000;5923044;5923044;Other;NA;Horror;1,69229828571429e+00;1980
1998-11-06;Gods and Monsters;3500000;6451628;6451628;Other;R;Drama;1,84332228571429e+00;1990
1998-05-27;I Got the Hook-Up!;3500000;10317779;10317779;Other;R;Comedy;2,94793685714286e+00;1990
1967-01-01;In Cold Blood;3500000;13000000;13007551;NA;R;Drama;3,71644314285714e+00;1960
1987-05-01;Creepshow 2;3500000;14000000;14000000;Other;R;Horror;4,00000000000000e+00;1980
2002-12-06;Empire;3500000;17504595;18495444;Universal;R;Drama;5,28441257142857e+00;2000
2016-02-19;The Witch;3500000;25138705;40454520;Other;R;Horror;1,15584342857143e+01;2010
1995-04-26;Friday;3500000;27467564;27936778;Other;R;Comedy;7,98193657142857e+00;1990
1993-05-26;Menace II Society;3500000;27731527;27731527;Other;R;Action;7,92329342857143e+00;1990
1997-08-13;The Full Monty;3500000;45950122;261249383;Other;R;Comedy;7,46426808571429e+01;1990
1980-07-04;Airplane!;3500000;83453539;83453539;Paramount Pictures;PG;Comedy;2,38438682857143e+01;1980
2006-11-21;The History Boys;3700000;2730296;13447998;Other;R;Comedy;3,63459405405405e+00;2000
2010-02-19;Defendor;3750000;44462;44462;NA;R;Drama;1,18565333333333e-02;2010
2006-08-11;Casa de Areia;3750000;539285;1178175;Other;R;Drama;3,14180000000000e-01;2000
2010-04-30;The Good Heart;3800000;20930;340930;Other;R;Drama;8,97184210526316e-02;2010
2011-01-14;Down for Life;3800000;41914;41914;Other;R;Drama;1,10300000000000e-02;2010
1976-01-01;Network;3800000;23689877;23689877;Other;NA;Drama;6,23417815789474e+00;1970
1939-12-15;Gone with the Wind;3900000;198680470;390525192;Other;G;Drama;1,00134664615385e+02;1930
2012-06-01;The Loved Ones;4000000;0;12302;Paramount Pictures;R;Horror;3,07550000000000e-03;2010
2011-11-18;Another Happy Day;4000000;9120;978527;Other;R;Drama;2,44631750000000e-01;2010
2002-12-27;Sonny;4000000;17639;17639;NA;R;Drama;4,40975000000000e-03;2000
2011-04-22;Stake Land;4000000;33245;679482;Other;R;Horror;1,69870500000000e-01;2010
2000-12-22;An Everlasting Piece;4000000;75078;75078;Other;R;Comedy;1,87695000000000e-02;2000
2011-04-01;Trust;4000000;120016;120016;Other;R;Drama;3,00040000000000e-02;2010
2010-04-02;Tau ming chong;4000000;129078;38899792;NA;R;Action;9,72494800000000e+00;2010
2015-06-19;Manglehorn;4000000;132270;797439;Other;PG-13;Drama;1,99359750000000e-01;2010
2015-01-30;Guten Tag, Ramon;4000000;154356;4854356;20th Century Fox;PG-13;Drama;1,21358900000000e+00;2010
2015-04-10;Desert Dancer;4000000;155271;338109;Other;PG-13;Drama;8,45272500000000e-02;2010
2000-01-28;The Big Tease;4000000;185577;185577;Warner Bros.;R;Comedy;4,63942500000000e-02;2000
2009-05-08;Adoration;4000000;294244;384244;Other;R;Drama;9,60610000000000e-02;2000
1988-03-04;Prison;4000000;354704;354704;Other;NA;Horror;8,86760000000000e-02;1980
2014-04-11;Joe;4000000;373375;373375;Other;R;Drama;9,33437500000000e-02;2010
2014-03-07;The Face of Love;4000000;385069;1158877;Other;PG-13;Drama;2,89719250000000e-01;2010
2003-02-28;Poolhall Junkies;4000000;563711;563711;Other;R;Drama;1,40927750000000e-01;2000
2005-09-30;MirrorMask;4000000;864959;973613;Other;PG;Drama;2,43403250000000e-01;2000
2011-09-23;Red State;4000000;1065429;1983596;Other;R;Horror;4,95899000000000e-01;2010
2005-09-16;Thumbsucker;4000000;1328679;1919197;Other;R;Comedy;4,79799250000000e-01;2000
1999-09-10;Love Stinks;4000000;2793776;2793776;Other;R;Comedy;6,98444000000000e-01;1990
1997-01-31;Waiting for Guffman;4000000;2922988;2922988;Other;R;Comedy;7,30747000000000e-01;1990
1988-12-01;Talk Radio;4000000;3468572;3468572;Universal;NA;Drama;8,67143000000000e-01;1980
2002-09-20;Secretary;4000000;4046737;9413956;Other;R;Drama;2,35348900000000e+00;2000
1995-12-25;Four Rooms;4000000;4301000;4301000;Other;R;Comedy;1,07525000000000e+00;1990
2006-11-17;Let's Go to Prison;4000000;4630045;4630045;Universal;R;Comedy;1,15751125000000e+00;2000
2007-05-25;Bug;4000000;7006708;8302995;Other;R;Drama;2,07574875000000e+00;2000
2007-12-28;El orfanato;4000000;7159147;79250193;Other;R;Horror;1,98125482500000e+01;2000
1995-02-03;The Jerky Boys;4000000;7555256;7555256;Other;R;Comedy;1,88881400000000e+00;1990
2006-08-04;The Night Listener;4000000;7836393;10770993;Other;R;Drama;2,69274825000000e+00;2000
2003-11-26;The Cooler;4000000;8291572;11131455;Other;R;Drama;2,78286375000000e+00;2000
2008-04-11;The Visitor;4000000;9427026;19174817;Other;PG-13;Comedy;4,79370425000000e+00;2000
2000-03-01;3 Strikes;4000000;9821335;9821335;Other;R;Comedy;2,45533375000000e+00;2000
2001-11-14;The Wash;4000000;10097096;10097096;Other;R;Comedy;2,52427400000000e+00;2000
2016-05-13;The Darkness;4000000;10753574;10898293;Other;PG-13;Horror;2,72457325000000e+00;2010
1963-08-08;The Great Escape;4000000;11744471;11744471;Other;NA;Drama;2,93611775000000e+00;1960
2000-08-04;Saving Grace;4000000;12178602;27786849;Other;R;Comedy;6,94671225000000e+00;2000
1985-08-16;The Return of the Living Dead;4000000;14237880;14237880;Other;R;Horror;3,55947000000000e+00;1980
1974-12-17;The Front Page;4000000;15000000;15000000;Universal;NA;Comedy;3,75000000000000e+00;1970
2013-03-01;The Last Exorcism Part II;4000000;15179303;25448707;Other;PG-13;Horror;6,36217675000000e+00;2010
2014-04-18;A Haunted House 2;4000000;17329487;21206861;Other;R;Comedy;5,30171525000000e+00;2010
1979-08-17;Life of Brian;4000000;20008693;20008693;Warner Bros.;R;Comedy;5,00217325000000e+00;1970
2010-07-09;The Kids Are All Right;4000000;20811365;36275469;Other;R;Comedy;9,06886725000000e+00;2010
2014-07-11;Boyhood;4000000;25379975;57273049;Other;R;Drama;1,43182622500000e+01;2010
2001-12-26;Monster's Ball;4000000;31273922;43766463;Other;R;Drama;1,09416157500000e+01;2000
1995-10-27;Leaving Las Vegas;4000000;31983777;49800000;Other;R;Drama;1,24500000000000e+01;1990
1977-04-20;Annie Hall;4000000;38251425;38251425;Other;NA;Comedy;9,56285625000000e+00;1970
2003-09-12;Lost in Translation;4000000;44585453;117085297;Other;R;Drama;2,92713242500000e+01;2000
1992-11-25;The Crying Game;4000000;62546695;62546695;Other;R;Drama;1,56366737500000e+01;1990
1953-02-05;Peter Pan;4000000;87400000;87400000;Other;PG;Adventure;2,18500000000000e+01;1950
1982-03-19;Porky's;4000000;109492484;109492484;20th Century Fox;R;Comedy;2,73731210000000e+01;1980
1998-03-06;Love and Death on Long Island;4030000;2542264;2542264;Other;PG-13;Drama;6,30834739454094e-01;1990
2011-10-21;Cargo;4200000;0;313230;Other;R;Drama;7,45785714285714e-02;2010
2010-08-13;Animal Kingdom;4200000;1044039;8078683;Other;R;Drama;1,92349595238095e+00;2010
1990-10-19;Night of the Living Dead;4200000;5835247;5835247;Sony Pictures;R;Horror;1,38934452380952e+00;1990
2001-06-13;Sexy Beast;4300000;6946056;10158355;Other;R;Drama;2,36240813953488e+00;2000
2003-06-06;Whale Rider;4300000;20779666;39374600;Other;PG-13;Drama;9,15688372093023e+00;2000
1976-06-25;Silent Movie;4400000;36145695;36145695;20th Century Fox;NA;Comedy;8,21493068181818e+00;1970
1975-11-19;One Flew Over the Cuckoo's Nest;4400000;108981275;108997629;Other;R;Drama;2,47721884090909e+01;1970
2014-09-04;Falcon Rising;4500000;11774;11774;Other;R;Adventure;2,61644444444444e-03;2010
2013-03-01;The Sweeney;4500000;26345;8000366;Other;R;Action;1,77785911111111e+00;2010
2010-04-09;After.Life;4500000;108596;2481925;NA;R;Horror;5,51538888888889e-01;2010
2003-04-18;Lilja 4-ever;4500000;181655;4556982;Other;R;Drama;1,01266266666667e+00;2000
2015-05-08;Maggie;4500000;187112;664346;Other;PG-13;Drama;1,47632444444444e-01;2010
2011-10-07;Blackthorn;4500000;200558;1217307;Other;R;Adventure;2,70512666666667e-01;2010
1998-03-27;Karakter;4500000;713413;713413;Other;R;Drama;1,58536222222222e-01;1990
2011-09-02;Salvando al Soldado Perez;4500000;1400726;9330465;Other;PG-13;Action;2,07343666666667e+00;2010
2001-10-26;Donnie Darko;4500000;1480006;7510877;Other;R;Drama;1,66908377777778e+00;2000
1986-04-23;Salvador;4500000;1500000;1500000;Other;NA;Drama;3,33333333333333e-01;1980
1999-02-12;Tango;4500000;1687311;5428387;Other;PG-13;Drama;1,20630822222222e+00;1990
2008-10-24;Låt den rätte komma in;4500000;2122085;12247682;Other;R;Horror;2,72170711111111e+00;2000
1985-09-13;After Hours;4500000;10609321;10609321;Warner Bros.;NA;Comedy;2,35762688888889e+00;1980
2002-12-19;25th Hour;4500000;13084595;25344490;Other;R;Drama;5,63210888888889e+00;2000
1996-09-28;Secrets & Lies;4500000;13417292;13417292;Other;R;Drama;2,98162044444444e+00;1990
1982-08-13;Fast Times at Ridgemont High;4500000;27092880;27092880;Universal;NA;Comedy;6,02064000000000e+00;1980
1980-06-20;The Blue Lagoon;4500000;47923795;47923795;Universal;R;Drama;1,06497322222222e+01;1980
1984-03-23;Police Academy;4500000;81198894;81198894;Warner Bros.;R;Comedy;1,80441986666667e+01;1980
2011-06-24;Le nom des gens;4600000;514237;9261711;Other;R;Comedy;2,01341543478261e+00;2010
2004-12-29;The Assassination of Richard Nixon;4600000;708776;4880143;Other;R;Drama;1,06090065217391e+00;2000
2005-03-04;Dear Frankie;4600000;1340891;3099369;Other;PG-13;Drama;6,73775869565217e-01;2000
1988-04-22;Lady in White;4700000;1705139;1705139;Other;NA;Horror;3,62795531914894e-01;1980
1986-08-22;The Texas Chainsaw Massacre 2;4700000;8025872;8025872;Other;NA;Horror;1,70763234042553e+00;1980
2011-09-30;Take Shelter;4750000;1728953;4972016;Other;R;Drama;1,04674021052632e+00;2010
2006-01-06;Hostel;4800000;47326473;82241110;Other;R;Horror;1,71335645833333e+01;2000
1996-11-20;Sling Blade;4833610;24475416;34175000;Other;R;Drama;7,07028494231020e+00;1990
2015-01-23;Mommy;4900000;3498695;17536004;Other;R;Drama;3,57877632653061e+00;2010
2016-09-02;Yoga Hosers;5000000;0;2199;Other;PG-13;Adventure;4,39800000000000e-04;2010
2009-08-14;Grace;5000000;8297;8297;Other;R;Horror;1,65940000000000e-03;2000
2014-10-17;Rudderless;5000000;56001;567219;Other;R;Drama;1,13443800000000e-01;2010
2007-11-16;Redacted;5000000;65388;861325;Other;R;Drama;1,72265000000000e-01;2000
2010-09-10;Lovely, Still;5000000;127564;282687;Other;PG;Drama;5,65374000000000e-02;2010
2014-09-26;Jimi: All is By My Side;5000000;340911;927074;Other;R;Drama;1,85414800000000e-01;2010
1997-01-17;Albino Alligator;5000000;353480;353480;Other;R;Drama;7,06960000000000e-02;1990
2013-08-16;Ain't Them Bodies Saints;5000000;391611;1075009;Other;R;Drama;2,15001800000000e-01;2010
1996-02-21;Bottle Rocket;5000000;407488;407488;Sony Pictures;R;Action;8,14976000000000e-02;1990
2003-08-29;Party Monster;5000000;742898;894030;Other;R;Comedy;1,78806000000000e-01;2000
